"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"935","North Carolina",2013,"NC","Cerebrovascular disease","Nmbr",2653,"Female",5010143.43616,0.0529525757856022
"936","North Dakota",2013,"ND","Chronic obstructive pulmonary disease","Nmbr",314,"Female",368238.79888,0.085270753911601
"937","North Dakota",2013,"ND","Cerebrovascular disease","Nmbr",185,"Female",368238.79888,0.0502391384511025
"938","North Dakota",2013,"ND","Cardiovascular disease","Nmbr",939,"Female",368238.79888,0.254997573003163
"939","North Dakota",2013,"ND","Heart failure","Nmbr",531,"Female",368238.79888,0.144199905500191
"940","North Dakota",2013,"ND","Coronary heart disease","Nmbr",379,"Female",368238.79888,0.102922343097123
"941","Ohio",2013,"OH","Cardiovascular disease","Nmbr",17967,"Female",5888877.42016,0.305100594189509
"942","Ohio",2013,"OH","Coronary heart disease","Nmbr",7218,"Female",5888877.42016,0.122570050028379
"943","Ohio",2013,"OH","Chronic obstructive pulmonary disease","Nmbr",6948,"Female",5888877.42016,0.117985135438788
"944","Ohio",2013,"OH","Heart failure","Nmbr",7283,"Female",5888877.42016,0.12367382576291
"945","Ohio",2013,"OH","Cerebrovascular disease","Nmbr",3415,"Female",5888877.42016,0.057990678975743
"946","Oklahoma",2013,"OK","Heart failure","Nmbr",2808,"Female",1960920.7364,0.143198036915818
"947","Oklahoma",2013,"OK","Chronic obstructive pulmonary disease","Nmbr",2707,"Female",1960920.7364,0.138047395274615
"948","Oklahoma",2013,"OK","Coronary heart disease","Nmbr",2822,"Female",1960920.7364,0.143911987242321
"949","Oklahoma",2013,"OK","Cerebrovascular disease","Nmbr",1098,"Female",1960920.7364,0.0559941041786211
"950","Oklahoma",2013,"OK","Cardiovascular disease","Nmbr",6073,"Female",1960920.7364,0.309701452346781
"951","Oregon",2013,"OR","Cardiovascular disease","Nmbr",4462,"Female",1998895.9064,0.223223229669625
"952","Oregon",2013,"OR","Chronic obstructive pulmonary disease","Nmbr",1941,"Female",1998895.9064,0.0971036057348144
"953","Oregon",2013,"OR","Heart failure","Nmbr",2636,"Female",1998895.9064,0.131872799957223
"954","Oregon",2013,"OR","Cerebrovascular disease","Nmbr",1016,"Female",1998895.9064,0.0508280594675793
"955","Oregon",2013,"OR","Coronary heart disease","Nmbr",1305,"Female",1998895.9064,0.0652860409499911
"956","Pennsylvania",2013,"PA","Cerebrovascular disease","Nmbr",3997,"Female",6505285.79968,0.0614423427821821
"957","Pennsylvania",2013,"PA","Cardiovascular disease","Nmbr",21252,"Female",6505285.79968,0.326688183339238
"958","Pennsylvania",2013,"PA","Chronic obstructive pulmonary disease","Nmbr",6350,"Female",6505285.79968,0.0976129288633616
"959","Pennsylvania",2013,"PA","Heart failure","Nmbr",8879,"Female",6505285.79968,0.136489007146108
"960","Pennsylvania",2013,"PA","Coronary heart disease","Nmbr",8628,"Female",6505285.79968,0.132630606335919
"961","Rhode Island",2013,"RI","Heart failure","Nmbr",758,"Female",535777.36128,0.141476675720135
"962","Rhode Island",2013,"RI","Cerebrovascular disease","Nmbr",232,"Female",535777.36128,0.0433015682942892
"963","Rhode Island",2013,"RI","Coronary heart disease","Nmbr",824,"Female",535777.36128,0.153795225321096
"964","Rhode Island",2013,"RI","Chronic obstructive pulmonary disease","Nmbr",618,"Female",535777.36128,0.115346418990822
"965","Rhode Island",2013,"RI","Cardiovascular disease","Nmbr",1568,"Female",535777.36128,0.2926588753683
"966","South Carolina",2013,"SC","Heart failure","Nmbr",2700,"Female",2426593.26224,0.111267101990863
"967","South Carolina",2013,"SC","Coronary heart disease","Nmbr",2158,"Female",2426593.26224,0.0889312615171419
"968","South Carolina",2013,"SC","Cardiovascular disease","Nmbr",6211,"Female",2426593.26224,0.25595554461676
"969","South Carolina",2013,"SC","Chronic obstructive pulmonary disease","Nmbr",2390,"Female",2426593.26224,0.0984919902808013
"970","South Carolina",2013,"SC","Cerebrovascular disease","Nmbr",1408,"Female",2426593.26224,0.0580237331863465
"971","South Dakota",2013,"SD","Coronary heart disease","Nmbr",477,"Female",430140.9976,0.110893870303331
"972","South Dakota",2013,"SD","Chronic obstructive pulmonary disease","Nmbr",393,"Female",430140.9976,0.0913653899983423
"973","South Dakota",2013,"SD","Cerebrovascular disease","Nmbr",253,"Female",430140.9976,0.0588179228233603
"974","South Dakota",2013,"SD","Cardiovascular disease","Nmbr",1086,"Female",430140.9976,0.252475352514503
"975","South Dakota",2013,"SD","Heart failure","Nmbr",556,"Female",430140.9976,0.129259941066357
"976","Tennessee",2013,"TN","Chronic obstructive pulmonary disease","Nmbr",3818,"Female",3305750.6344,0.115495704977547
"977","Tennessee",2013,"TN","Coronary heart disease","Nmbr",4335,"Female",3305750.6344,0.131135118145014
"978","Tennessee",2013,"TN","Cerebrovascular disease","Nmbr",1829,"Female",3305750.6344,0.0553278272404224
"979","Tennessee",2013,"TN","Heart failure","Nmbr",3645,"Female",3305750.6344,0.110262400377988
"980","Tennessee",2013,"TN","Cardiovascular disease","Nmbr",9464,"Female",3305750.6344,0.286288986879911
"981","Texas",2013,"TX","Chronic obstructive pulmonary disease","Nmbr",9559,"Female",13485662.98512,0.0708826848968964
"982","Texas",2013,"TX","Coronary heart disease","Nmbr",9908,"Female",13485662.98512,0.0734706184703891
"983","Texas",2013,"TX","Cardiovascular disease","Nmbr",25521,"Female",13485662.98512,0.189245423292572
"984","Texas",2013,"TX","Cerebrovascular disease","Nmbr",5238,"Female",13485662.98512,0.0388412494497273
"985","Texas",2013,"TX","Heart failure","Nmbr",11428,"Female",13485662.98512,0.0847418477876066
"986","Utah",2013,"UT","Cerebrovascular disease","Nmbr",475,"Female",1477627.2228,0.0321461321685661
"987","Utah",2013,"UT","Cardiovascular disease","Nmbr",2252,"Female",1477627.2228,0.152406504512865
"988","Utah",2013,"UT","Chronic obstructive pulmonary disease","Nmbr",485,"Female",1477627.2228,0.032822892845799
"989","Utah",2013,"UT","Coronary heart disease","Nmbr",593,"Female",1477627.2228,0.0401319081599151
"990","Utah",2013,"UT","Heart failure","Nmbr",1158,"Female",1477627.2228,0.0783688864235779
"991","Vermont",2013,"VT","Cardiovascular disease","Nmbr",820,"Female",319133.40552,0.256945837012544
"992","Vermont",2013,"VT","Cerebrovascular disease","Nmbr",165,"Female",319133.40552,0.0517025159842314
"993","Vermont",2013,"VT","Heart failure","Nmbr",354,"Female",319133.40552,0.110925397929806
"994","Vermont",2013,"VT","Chronic obstructive pulmonary disease","Nmbr",380,"Female",319133.40552,0.119072461054594
"995","Vermont",2013,"VT","Coronary heart disease","Nmbr",332,"Female",319133.40552,0.104031729131908
"996","Virginia",2013,"VA","Coronary heart disease","Nmbr",3274,"Female",4207356.23,0.0778160873722832
"997","Virginia",2013,"VA","Chronic obstructive pulmonary disease","Nmbr",2826,"Female",4207356.23,0.0671680705296494
"998","Virginia",2013,"VA","Heart failure","Nmbr",3522,"Female",4207356.23,0.0837105252673126
"999","Virginia",2013,"VA","Cardiovascular disease","Nmbr",9193,"Female",4207356.23,0.218498256326634
"1000","Virginia",2013,"VA","Cerebrovascular disease","Nmbr",1916,"Female",4207356.23,0.0455392863180497
"1001","Washington",2013,"WA","Chronic obstructive pulmonary disease","Nmbr",2922,"Female",3548563.23528,0.0823431852911433
"1002","Washington",2013,"WA","Cardiovascular disease","Nmbr",6947,"Female",3548563.23528,0.19576937310663
"1003","Washington",2013,"WA","Heart failure","Nmbr",3651,"Female",3548563.23528,0.10288671098493
"1004","Washington",2013,"WA","Cerebrovascular disease","Nmbr",1543,"Female",3548563.23528,0.0434823870308809
"1005","Washington",2013,"WA","Coronary heart disease","Nmbr",2540,"Female",3548563.23528,0.071578265105922
"1006","West Virginia",2013,"WV","Cardiovascular disease","Nmbr",3167,"Female",942947.0068,0.335861928312131
"1007","West Virginia",2013,"WV","Chronic obstructive pulmonary disease","Nmbr",1517,"Female",942947.0068,0.160878606014999
"1008","West Virginia",2013,"WV","Heart failure","Nmbr",1474,"Female",942947.0068,0.156318434585438
"1009","West Virginia",2013,"WV","Coronary heart disease","Nmbr",1303,"Female",942947.0068,0.138183799365553
"1010","West Virginia",2013,"WV","Cerebrovascular disease","Nmbr",586,"Female",942947.0068,0.0621455920400722
"1011","Wisconsin",2013,"WI","Cardiovascular disease","Nmbr",7408,"Female",2922830.13864,0.253452977032971
"1012","Wisconsin",2013,"WI","Heart failure","Nmbr",3411,"Female",2922830.13864,0.11670195797239
"1013","Wisconsin",2013,"WI","Cerebrovascular disease","Nmbr",1505,"Female",2922830.13864,0.0514911893135288
"1014","Wisconsin",2013,"WI","Coronary heart disease","Nmbr",2704,"Female",2922830.13864,0.0925130736902206
"1015","Wisconsin",2013,"WI","Chronic obstructive pulmonary disease","Nmbr",2628,"Female",2922830.13864,0.0899128541634245
"1016","Wyoming",2013,"WY","Heart failure","Nmbr",266,"Female",296743.70328,0.089639644265344
"1017","Wyoming",2013,"WY","Cardiovascular disease","Nmbr",532,"Female",296743.70328,0.179279288530688
"1018","Wyoming",2013,"WY","Chronic obstructive pulmonary disease","Nmbr",302,"Female",296743.70328,0.101771325444112
"1019","Wyoming",2013,"WY","Coronary heart disease","Nmbr",175,"Female",296743.70328,0.0589734501745684
"1020","Wyoming",2013,"WY","Cerebrovascular disease","Nmbr",112,"Female",296743.70328,0.0377430081117238
"1021","Alabama",2014,"AL","Coronary heart disease","Nmbr",2203,"Female",2466241.62968,0.0893262028135436
"1022","Alabama",2014,"AL","Chronic obstructive pulmonary disease","Nmbr",2275,"Female",2466241.62968,0.0922456247847534
"1023","Alabama",2014,"AL","Cerebrovascular disease","Nmbr",1490,"Female",2466241.62968,0.0604158157930912
"1024","Alabama",2014,"AL","Heart failure","Nmbr",3126,"Female",2466241.62968,0.126751570583358
"1025","Alabama",2014,"AL","Cardiovascular disease","Nmbr",8022,"Female",2466241.62968,0.325272264625623
"1026","Alaska",2014,"AK","Chronic obstructive pulmonary disease","Nmbr",168,"Female",375067.96848,0.0447918815037276
"1027","Alaska",2014,"AK","Cardiovascular disease","Nmbr",393,"Female",375067.96848,0.104781008517649
"1028","Alaska",2014,"AK","Heart failure","Nmbr",193,"Female",375067.96848,0.0514573400608299
"1029","Alaska",2014,"AK","Coronary heart disease","Nmbr",137,"Female",375067.96848,0.0365267128929207
"1030","Alaska",2014,"AK","Cerebrovascular disease","Nmbr",65,"Female",375067.96848,0.017330192248466
"1031","Arizona",2014,"AZ","Chronic obstructive pulmonary disease","Nmbr",2584,"Female",3424143.09304,0.0754641359834612
"1032","Arizona",2014,"AZ","Cerebrovascular disease","Nmbr",1309,"Female",3424143.09304,0.0382285425705692
"1033","Arizona",2014,"AZ","Cardiovascular disease","Nmbr",6755,"Female",3424143.09304,0.197275634120852
"1034","Arizona",2014,"AZ","Heart failure","Nmbr",2325,"Female",3424143.09304,0.0679001997529208
"1035","Arizona",2014,"AZ","Coronary heart disease","Nmbr",2900,"Female",3424143.09304,0.0846927222724603
"1036","Arkansas",2014,"AR","Cardiovascular disease","Nmbr",4632,"Female",1509762.9948,0.306803121811421
"1037","Arkansas",2014,"AR","Heart failure","Nmbr",1952,"Female",1509762.9948,0.129291816445573
"1038","Arkansas",2014,"AR","Cerebrovascular disease","Nmbr",910,"Female",1509762.9948,0.0602743611503439
"1039","Arkansas",2014,"AR","Coronary heart disease","Nmbr",1883,"Female",1509762.9948,0.124721562688019
"1040","Arkansas",2014,"AR","Chronic obstructive pulmonary disease","Nmbr",1676,"Female",1509762.9948,0.111010801415359
"1041","California",2014,"CA","Chronic obstructive pulmonary disease","Nmbr",12280,"Female",19740621.04408,0.0622067561733709
"1042","California",2014,"CA","Cerebrovascular disease","Nmbr",7869,"Female",19740621.04408,0.0398619677791739
"1043","California",2014,"CA","Heart failure","Nmbr",15236,"Female",19740621.04408,0.0771809557864397
"1044","California",2014,"CA","Coronary heart disease","Nmbr",15967,"Female",19740621.04408,0.0808839801156526
"1045","California",2014,"CA","Cardiovascular disease","Nmbr",38728,"Female",19740621.04408,0.196184303996931
"1046","Colorado",2014,"CO","Cardiovascular disease","Nmbr",4646,"Female",2725351.62144,0.170473415740211
"1047","Colorado",2014,"CO","Coronary heart disease","Nmbr",1475,"Female",2725351.62144,0.0541214567836443
"1048","Colorado",2014,"CO","Cerebrovascular disease","Nmbr",1030,"Female",2725351.62144,0.0377932884658669
"1049","Colorado",2014,"CO","Chronic obstructive pulmonary disease","Nmbr",2203,"Female",2725351.62144,0.0808336063012668
"1050","Colorado",2014,"CO","Heart failure","Nmbr",2154,"Female",2725351.62144,0.0790356731606576
"1051","Connecticut",2014,"CT","Cardiovascular disease","Nmbr",4640,"Female",1829302.48656,0.25364859196827
"1052","Connecticut",2014,"CT","Heart failure","Nmbr",2045,"Female",1829302.48656,0.11179124365843
"1053","Connecticut",2014,"CT","Coronary heart disease","Nmbr",1649,"Female",1829302.48656,0.0901436483094133
"1054","Connecticut",2014,"CT","Cerebrovascular disease","Nmbr",771,"Female",1829302.48656,0.0421472121567967
"1055","Connecticut",2014,"CT","Chronic obstructive pulmonary disease","Nmbr",1373,"Female",1829302.48656,0.0750559303388869
"1056","Delaware",2014,"DE","Cardiovascular disease","Nmbr",1238,"Female",476295.39584,0.259922730896159
"1057","Delaware",2014,"DE","Heart failure","Nmbr",416,"Female",476295.39584,0.0873407561008096
"1058","Delaware",2014,"DE","Chronic obstructive pulmonary disease","Nmbr",444,"Female",476295.39584,0.0932194608383641
"1059","Delaware",2014,"DE","Coronary heart disease","Nmbr",558,"Female",476295.39584,0.117154187269836
"1060","Delaware",2014,"DE","Cerebrovascular disease","Nmbr",261,"Female",476295.39584,0.0547979263036329
"1061","District of Columbia",2014,"DC","Chronic obstructive pulmonary disease","Nmbr",137,"Female",335777.34368,0.0408008469238957
"1062","District of Columbia",2014,"DC","Cardiovascular disease","Nmbr",843,"Female",335777.34368,0.251059225962366
"1063","District of Columbia",2014,"DC","Heart failure","Nmbr",182,"Female",335777.34368,0.0542025849645914
"1064","District of Columbia",2014,"DC","Cerebrovascular disease","Nmbr",138,"Female",335777.34368,0.0410986633248001
"1065","District of Columbia",2014,"DC","Coronary heart disease","Nmbr",378,"Female",335777.34368,0.112574599541844
"1066","Florida",2014,"FL","Chronic obstructive pulmonary disease","Nmbr",9977,"Female",10129545.95272,0.0984940494526407
"1067","Florida",2014,"FL","Cerebrovascular disease","Nmbr",5633,"Female",10129545.95272,0.0556096001369876
"1068","Florida",2014,"FL","Cardiovascular disease","Nmbr",28083,"Female",10129545.95272,0.277238487599329
"1069","Florida",2014,"FL","Coronary heart disease","Nmbr",12337,"Female",10129545.95272,0.121792230940887
"1070","Florida",2014,"FL","Heart failure","Nmbr",8227,"Female",10129545.95272,0.0812178555524582
"1071","Georgia",2014,"GA","Cerebrovascular disease","Nmbr",2265,"Female",5138228.53216,0.0440813402094407
"1072","Georgia",2014,"GA","Coronary heart disease","Nmbr",3123,"Female",5138228.53216,0.0607797021960632
"1073","Georgia",2014,"GA","Heart failure","Nmbr",4299,"Female",5138228.53216,0.0836669675763291
"1074","Georgia",2014,"GA","Chronic obstructive pulmonary disease","Nmbr",3394,"Female",5138228.53216,0.0660538934529102
"1075","Georgia",2014,"GA","Cardiovascular disease","Nmbr",11217,"Female",5138228.53216,0.218304809328608
"1076","Hawaii",2014,"HI","Chronic obstructive pulmonary disease","Nmbr",240,"Female",722740.38216,0.0332069448344273
"1077","Hawaii",2014,"HI","Heart failure","Nmbr",445,"Female",722740.38216,0.0615712102138339
"1078","Hawaii",2014,"HI","Cardiovascular disease","Nmbr",1590,"Female",722740.38216,0.219996009528081
"1079","Hawaii",2014,"HI","Coronary heart disease","Nmbr",461,"Female",722740.38216,0.063785006536129
"1080","Hawaii",2014,"HI","Cerebrovascular disease","Nmbr",376,"Female",722740.38216,0.052024213573936
"1081","Idaho",2014,"ID","Heart failure","Nmbr",814,"Female",831920.07728,0.0978459376363904
"1082","Idaho",2014,"ID","Chronic obstructive pulmonary disease","Nmbr",719,"Female",831920.07728,0.0864265714503252
"1083","Idaho",2014,"ID","Cardiovascular disease","Nmbr",1706,"Female",831920.07728,0.205067775930813
"1084","Idaho",2014,"ID","Coronary heart disease","Nmbr",532,"Female",831920.07728,0.0639484506419653
"1085","Idaho",2014,"ID","Cerebrovascular disease","Nmbr",358,"Female",831920.07728,0.0430329799432774
"1086","Illinois",2014,"IL","Heart failure","Nmbr",6612,"Female",6555488.33832,0.100862051135835
"1087","Illinois",2014,"IL","Cardiovascular disease","Nmbr",16544,"Female",6555488.33832,0.252368689351369
"1088","Illinois",2014,"IL","Cerebrovascular disease","Nmbr",3254,"Female",6555488.33832,0.0496377970955847
"1089","Illinois",2014,"IL","Coronary heart disease","Nmbr",6101,"Female",6555488.33832,0.0930670559557967
"1090","Illinois",2014,"IL","Chronic obstructive pulmonary disease","Nmbr",5117,"Female",6555488.33832,0.0780567325562714
"1091","Indiana",2014,"IN","Cardiovascular disease","Nmbr",9056,"Female",3357529.1744,0.269722153691139
"1092","Indiana",2014,"IN","Heart failure","Nmbr",4344,"Female",3357529.1744,0.129380856408382
"1093","Indiana",2014,"IN","Chronic obstructive pulmonary disease","Nmbr",4011,"Female",3357529.1744,0.119462848769342
"1094","Indiana",2014,"IN","Cerebrovascular disease","Nmbr",1828,"Female",3357529.1744,0.0544447986911884
"1095","Indiana",2014,"IN","Coronary heart disease","Nmbr",3362,"Female",3357529.1744,0.100133158205566
