"","states","year","disease","deathpop","class","population","ratio"
"923","Wyoming",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",564,"Overall",564516,0.000999085942648215
"924","Wyoming",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",288,"Male",564516,0.000510171545182067
"925","Wyoming",2010,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",276,"Female",564516,0.000488914397466148
"926","Alabama",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2585,"Male",4801108,0.000538417381987658
"927","Alabama",2011,"Mortality from diseases of the heart",5867,"Female",4801108,0.00122200958612054
"928","Alabama",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2296,"Female",4801108,0.0004782229435372
"929","Alabama",2011,"Mortality from heart failure",5551,"Overall",4801108,0.00115619144580793
"930","Alabama",2011,"Mortality from heart failure",3036,"Female",4801108,0.000632354031611036
"931","Alabama",2011,"Mortality from cerebrovascular disease (stroke)",1488,"Female",4801108,0.000309928458180903
"932","Alabama",2011,"Mortality from coronary heart disease",5517,"Overall",4801108,0.0011491097471667
"933","Alabama",2011,"Mortality from total cardiovascular disease",7659,"Male",4801108,0.00159525676156421
"934","Alabama",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",4881,"Overall",4801108,0.00101664032552486
"935","Alabama",2011,"Mortality from total cardiovascular disease",15577,"Overall",4801108,0.00324445940395425
"936","Alabama",2011,"Mortality from cerebrovascular disease (stroke)",2568,"Overall",4801108,0.000534876532667043
"937","Alabama",2011,"Mortality from diseases of the heart",11942,"Overall",4801108,0.00248734250510507
"938","Alabama",2011,"Mortality from total cardiovascular disease",7918,"Female",4801108,0.00164920264239005
"939","Alabama",2011,"Mortality from diseases of the heart",6075,"Male",4801108,0.00126533291898453
"940","Alabama",2011,"Mortality from heart failure",2515,"Male",4801108,0.00052383741419689
"941","Alabama",2011,"Mortality from coronary heart disease",2436,"Female",4801108,0.000507382879118737
"942","Alabama",2011,"Mortality from cerebrovascular disease (stroke)",1080,"Male",4801108,0.000224948074486139
"943","Alabama",2011,"Mortality from coronary heart disease",3081,"Male",4801108,0.000641726868047959
"944","Alaska",2011,"Mortality from heart failure",339,"Overall",722720,0.000469061323887536
"945","Alaska",2011,"Mortality from diseases of the heart",258,"Female",722720,0.000356984724374585
"946","Alaska",2011,"Mortality from coronary heart disease",125,"Female",722720,0.000172957715297764
"947","Alaska",2011,"Mortality from diseases of the heart",739,"Overall",722720,0.00102252601284038
"948","Alaska",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",400,"Overall",722720,0.000553464688952845
"949","Alaska",2011,"Mortality from cerebrovascular disease (stroke)",92,"Female",722720,0.000127296878459154
"950","Alaska",2011,"Mortality from total cardiovascular disease",378,"Female",722720,0.000523024131060438
"951","Alaska",2011,"Mortality from coronary heart disease",430,"Overall",722720,0.000594974540624308
"952","Alaska",2011,"Mortality from coronary heart disease",305,"Male",722720,0.000422016825326544
"953","Alaska",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",193,"Female",722720,0.000267046712419748
"954","Alaska",2011,"Mortality from cerebrovascular disease (stroke)",76,"Male",722720,0.000105158290901041
"955","Alaska",2011,"Mortality from heart failure",189,"Male",722720,0.000261512065530219
"956","Alaska",2011,"Mortality from total cardiovascular disease",602,"Male",722720,0.000832964356874031
"957","Alaska",2011,"Mortality from total cardiovascular disease",980,"Overall",722720,0.00135598848793447
"958","Alaska",2011,"Mortality from diseases of the heart",481,"Male",722720,0.000665541288465796
"959","Alaska",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",207,"Male",722720,0.000286417976533097
"960","Alaska",2011,"Mortality from heart failure",150,"Female",722720,0.000207549258357317
"961","Alaska",2011,"Mortality from cerebrovascular disease (stroke)",168,"Overall",722720,0.000232455169360195
"962","Arizona",2011,"Mortality from cerebrovascular disease (stroke)",2148,"Overall",6468732,0.000332058895004461
"963","Arizona",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2589,"Male",6468732,0.000400232997749791
"964","Arizona",2011,"Mortality from coronary heart disease",7665,"Overall",6468732,0.00118493083343072
"965","Arizona",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",2472,"Female",6468732,0.000382145990898989
"966","Arizona",2011,"Mortality from heart failure",2175,"Male",6468732,0.000336232819662339
"967","Arizona",2011,"Mortality from coronary heart disease",3151,"Female",6468732,0.000487112466554496
"968","Arizona",2011,"Mortality from coronary heart disease",4514,"Male",6468732,0.000697818366876229
"969","Arizona",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",5061,"Overall",6468732,0.00078237898864878
"970","Arizona",2011,"Mortality from total cardiovascular disease",6773,"Female",6468732,0.00104703672991863
"971","Arizona",2011,"Mortality from diseases of the heart",5900,"Male",6468732,0.000912079832647264
"972","Arizona",2011,"Mortality from diseases of the heart",4762,"Female",6468732,0.000736156637807842
"973","Arizona",2011,"Mortality from heart failure",4401,"Overall",6468732,0.000680349719234001
"974","Arizona",2011,"Mortality from diseases of the heart",10662,"Overall",6468732,0.00164823647045511
"975","Arizona",2011,"Mortality from total cardiovascular disease",14133,"Overall",6468732,0.00218481767369556
"976","Arizona",2011,"Mortality from heart failure",2226,"Female",6468732,0.000344116899571663
"977","Arizona",2011,"Mortality from cerebrovascular disease (stroke)",1296,"Female",6468732,0.000200348383578111
"978","Arizona",2011,"Mortality from total cardiovascular disease",7360,"Male",6468732,0.00113778094377693
"979","Arizona",2011,"Mortality from cerebrovascular disease (stroke)",852,"Male",6468732,0.000131710511426351
"980","Arkansas",2011,"Mortality from heart failure",1786,"Male",2938538,0.000607785231975901
"981","Arkansas",2011,"Mortality from diseases of the heart",3774,"Male",2938538,0.00128431213072623
"982","Arkansas",2011,"Mortality from coronary heart disease",2632,"Male",2938538,0.000895683499753959
"983","Arkansas",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1499,"Female",2938538,0.00051011761631124
"984","Arkansas",2011,"Mortality from diseases of the heart",3394,"Female",2938538,0.00115499612392285
"985","Arkansas",2011,"Mortality from total cardiovascular disease",9384,"Overall",2938538,0.00319342475748144
"986","Arkansas",2011,"Mortality from heart failure",2160,"Female",2938538,0.000735059407092915
"987","Arkansas",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1736,"Male",2938538,0.000590769967922824
"988","Arkansas",2011,"Mortality from diseases of the heart",7168,"Overall",2938538,0.00243930825464908
"989","Arkansas",2011,"Mortality from cerebrovascular disease (stroke)",1001,"Female",2938538,0.000340645586342596
"990","Arkansas",2011,"Mortality from cerebrovascular disease (stroke)",691,"Male",2938538,0.00023515094921352
"991","Arkansas",2011,"Mortality from heart failure",3946,"Overall",2938538,0.00134284463906882
"992","Arkansas",2011,"Mortality from coronary heart disease",2015,"Female",2938538,0.000685715141338992
"993","Arkansas",2011,"Mortality from total cardiovascular disease",4698,"Female",2938538,0.00159875421042709
"994","Arkansas",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3235,"Overall",2938538,0.00110088758423406
"995","Arkansas",2011,"Mortality from cerebrovascular disease (stroke)",1692,"Overall",2938538,0.000575796535556117
"996","Arkansas",2011,"Mortality from total cardiovascular disease",4686,"Male",2938538,0.00159467054705435
"997","Arkansas",2011,"Mortality from coronary heart disease",4647,"Overall",2938538,0.00158139864109295
"998","California",2011,"Mortality from diseases of the heart",31329,"Male",37700034,0.00083100720811021
"999","California",2011,"Mortality from cerebrovascular disease (stroke)",7958,"Female",37700034,0.000211087342785951
"1000","California",2011,"Mortality from heart failure",14211,"Male",37700034,0.000376949262167774
"1001","California",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",25857,"Overall",37700034,0.000685861450416729
"1002","California",2011,"Mortality from cerebrovascular disease (stroke)",5545,"Male",37700034,0.000147082095469728
"1003","California",2011,"Mortality from diseases of the heart",28443,"Female",37700034,0.000754455553010907
"1004","California",2011,"Mortality from total cardiovascular disease",40299,"Female",37700034,0.00106893802801345
"1005","California",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",13037,"Male",37700034,0.000345808706697718
"1006","California",2011,"Mortality from heart failure",29941,"Overall",37700034,0.000794190265186498
"1007","California",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",12820,"Female",37700034,0.000340052743719011
"1008","California",2011,"Mortality from heart failure",15730,"Female",37700034,0.000417241003018724
"1009","California",2011,"Mortality from cerebrovascular disease (stroke)",13503,"Overall",37700034,0.000358169438255679
"1010","California",2011,"Mortality from coronary heart disease",40121,"Overall",37700034,0.00106421654686041
"1011","California",2011,"Mortality from total cardiovascular disease",40010,"Male",37700034,0.00106127225243351
"1012","California",2011,"Mortality from diseases of the heart",59772,"Overall",37700034,0.00158546276112112
"1013","California",2011,"Mortality from coronary heart disease",22121,"Male",37700034,0.000586763396552905
"1014","California",2011,"Mortality from coronary heart disease",18000,"Female",37700034,0.000477453150307504
"1015","California",2011,"Mortality from total cardiovascular disease",80309,"Overall",37700034,0.00213021028044696
"1016","Colorado",2011,"Mortality from heart failure",1935,"Female",5119480,0.000377968074882605
"1017","Colorado",2011,"Mortality from total cardiovascular disease",4298,"Male",5119480,0.000839538390617797
"1018","Colorado",2011,"Mortality from cerebrovascular disease (stroke)",946,"Female",5119480,0.000184784392164829
"1019","Colorado",2011,"Mortality from heart failure",1694,"Male",5119480,0.000330892981318415
"1020","Colorado",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1815,"Female",5119480,0.000354528194269731
"1021","Colorado",2011,"Mortality from heart failure",3629,"Overall",5119480,0.00070886105620102
"1022","Colorado",2011,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",1954,"Male",5119480,0.000381679389312977
"1023","Colorado",2011,"Mortality from total cardiovascular disease",8545,"Overall",5119480,0.00166911483197512
"1024","Colorado",2011,"Mortality from coronary heart disease",1437,"Female",5119480,0.000280692570339175
"1025","Colorado",2011,"Mortality from diseases of the heart",6177,"Overall",5119480,0.00120656785454773
